"SETTLEMENT","MUNICIPALITY","PROVINCE","POSTAL_CODE","EKATTE_ID"
"Буря","Севлиево","Габрово","5424","07082"
"Бусинци","Трън","Перник","2486","07096"
"Бусманци","Район Искър","София ","1520","#N/A"
"Бутан","Козлодуй","Враца","3326","07116"
"Бутово","Павликени","Велико Търново","5232","07123"
"Бутрева","Велинград","Пазарджик","4652","07867"
"Бутроинци","Трън","Перник","2473","07137"
"Бухово","Район Кремиковци","София","1830","#N/A"
"Буховци","Търговище","Търговище","7757","07154"
"Бучин проход","Костинброд","София","2236","07171"
"Бучино","Благоевград","Благоевград","2742","07168"
"Бучуковци","Дряново","Габрово","5380","07185"
"Бъдеще","Стара Загора","Стара Загора","6058","07199"
"Бъзовец","Вълчедръм","Монтана","3635","07209"
"Бъзовец","Две могили","Русе","7168","07212"
"Бъзовица","Трекляно","Кюстендил","2555","07226"
"Бъзън","Ветово","Русе","7077","#N/A"
"Българаново","Омуртаг","Търговище","7944","07243"
"Българево","Каварна","Добрич","9660","07257"
"Българене","Ловеч","Ловеч","5583","07260"
"Българене","Левски","Плевен","5923","07274"
"Българене","Раднево","Стара Загора","6274","07288"
"Българи","Царево","Бургас","8274","07291"
"Българи","Севлиево","Габрово","5441","#N/A"
"Българин","Харманли","Хасково","6460","07315"
"Българка","Силистра","Силистра","7544","07329"
"Българово","Бургас","Бургас","8110","07332"
"Българска поляна","Тополовград","Хасково","6569","07346"
"Български извор","Тетевен","Ловеч","5733","07357"
"Българско Сливово","Свищов","Велико Търново","5284","07363"
"Българчево","Благоевград","Благоевград","2746","07377"
"Бънзарето","Мъглиж","Стара Загора","6186","07380"
"Бърдарево","Долни чифлик","Варна","9117","07394"
"Бърдарите","Трявна","Габрово","5360","07404"
"Бърдарски геран","Бяла Слатина","Враца","3259","07418"
"Бърдени","Трявна","Габрово","5365","07421"
"Бърдо","Ихтиман","София","2060","07435"
"Бърдоква","Исперих","Разград","7448","07452"
"Бърза река","Черноочене","Кърджали","6710","07472"
"Бързея","Кирково","Кърджали","6884","#N/A"
"Бързина","Хайредин","Враца","3359","07497"
"Бързица","Провадия","Варна","9274","07507"
"Бързия","Берковица","Монтана","3520","07510"
"Бъркач","Долни Дъбник","Плевен","5877","07524"
"Бъркачево","Бяла Слатина","Враца","3245","07538"
"Бърложница","Сливница","София","2222","07541"
"Бърля","Годеч","София","2255","07555"
"Бърчево","Рудозем","Смолян","4965","07569"
"Бъта","Панагюрище","Пазарджик","4527","07572"
"Бяга","Брацигово","Пазарджик","4587","07586"
"Бял бряг","Смядово","Шумен","9824","07729"
"Бял извор","Ардино","Кърджали","6770","07747"
"Бял извор","Опан","Стара Загора","6073","07750"
"Бял кладенец","Нова Загора","Сливен","8961","07778"
"Бял кладенец","Стамболово","Хасково","6377","07781"
"Бяла","Бяла","Варна","9101","07603"
"Бяла","Бяла","Русе","7100","07603"
"Бяла","Сливен","Сливен","8850","07613"
"Бяла вода","Малко Търново","Бургас","8171","07627"
"Бяла вода","Белене","Плевен","5932","07630"
"Бяла паланка","Твърдица","Сливен","8892","07644"
"Бяла поляна","Кърджали","Кърджали","6662","07658"
"Бяла река","Сухиндол","Велико Търново","5237","07661"
"Бяла река","Първомай","Пловдив","4285","07675"
"Бяла река","Рудозем","Смолян","4966","07689"
"Бяла река","Върбица","Шумен","9882","07692"
"Бяла Слатина","Бяла Слатина","Враца","3200","07702"
"Бяла черква","Павликени","Велико Търново","5220","07716"
"Бялградец","Ивайловград","Хасково","6590","07733"
"Бялка","Кърджали","Кърджали","6656","07764"
"Бялково","Габрово","Габрово","5344","07795"
"Бялковци","Елена","Велико Търново","5084","07805"
"Бяло поле","Опан","Стара Загора","6054","07819"
"Вазово","Исперих","Разград","7422","10015"
"Вакарел","Ихтиман","София","2060","10029"
"Ваклино","Шабла","Добрич","9672","10032"
"Ваклиново","Сатовча","Благоевград","2957","10046"
